"fdc_id","data_type","description","food_category_id","publication_date"
"319874","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319875","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319876","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319877","sub_sample_food","Hummus","16","2019-04-01"
"319878","sub_sample_food","Hummus","16","2019-04-01"
"319879","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319880","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319881","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319882","sub_sample_food","Hummus","16","2019-04-01"
"319883","sub_sample_food","Hummus","16","2019-04-01"
"319884","sub_sample_food","Hummus","16","2019-04-01"
"319885","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319886","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319887","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319888","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319889","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319890","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319891","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319892","sub_sample_food","Hummus","16","2019-04-01"
"319893","sub_sample_food","Hummus","16","2019-04-01"
"319894","sample_food","HUMMUS, OTHER","16","2019-04-01"
"319895","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"319896","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"319897","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"319898","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"319899","sub_sample_food","Hummus","16","2019-04-01"
"319900","sub_sample_food","Hummus","16","2019-04-01"
"319901","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319902","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319903","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319904","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319905","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319906","sub_sample_food","Hummus - NFY12140O","16","2019-04-01"
"319907","sub_sample_food","Hummus - NFY12140P","16","2019-04-01"
"319908","sub_sample_food","Hummus","16","2019-04-01"
"319909","sub_sample_food","Hummus","16","2019-04-01"
"319910","sub_sample_food","Hummus","16","2019-04-01"
"319911","sub_sample_food","Hummus","16","2019-04-01"
"319912","sub_sample_food","Hummus","16","2019-04-01"
"319913","sub_sample_food","Hummus","16","2019-04-01"
"319914","sub_sample_food","Hummus","16","2019-04-01"
"319915","sub_sample_food","Hummus - NFY12140Q","16","2019-04-01"
"319916","sub_sample_food","Hummus - NFY12140R","16","2019-04-01"
"319917","sub_sample_food","Hummus - NFY12140S","16","2019-04-01"
"319918","sub_sample_food","Hummus - NFY12140F","16","2019-04-01"
"319919","sub_sample_food","Hummus - NFY12140G","16","2019-04-01"
"319920","sub_sample_food","Hummus, Sabra Classic - CA1, IN","16","2019-04-01"
"319921","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319922","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319923","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319924","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319925","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319926","sub_sample_food","Hummus - NFY12141C","16","2019-04-01"
"319927","sub_sample_food","Hummus - NFY12141D","16","2019-04-01"
"319928","sub_sample_food","Hummus","16","2019-04-01"
"319929","sub_sample_food","Hummus","16","2019-04-01"
"319930","sub_sample_food","Hummus","16","2019-04-01"
"319931","sub_sample_food","Hummus","16","2019-04-01"
"319932","sub_sample_food","Hummus","16","2019-04-01"
"319933","sub_sample_food","Hummus - NFY12141E","16","2019-04-01"
"319934","sub_sample_food","Hummus - NFY12141F","16","2019-04-01"
"319935","sub_sample_food","Hummus - NFY12141G","16","2019-04-01"
"319936","sub_sample_food","Hummus - NFY12141H","16","2019-04-01"
"319937","sub_sample_food","Hummus - NFY121416","16","2019-04-01"
"319938","sub_sample_food","Hummus, Sabra Classic - GA, NJ","16","2019-04-01"
"319939","sample_food","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319940","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319941","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319942","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319943","market_acquisition","HUMMUS, SABRA CLASSIC","16","2019-04-01"
"319944","sub_sample_food","Hummus - NFY1213ZV","16","2019-04-01"
"319945","sub_sample_food","Hummus - NFY1213ZW","16","2019-04-01"
"319946","sub_sample_food","Hummus","16","2019-04-01"
"319947","sub_sample_food","Hummus","16","2019-04-01"
"319948","sub_sample_food","Hummus","16","2019-04-01"
"319949","sub_sample_food","Hummus","16","2019-04-01"
"319950","sub_sample_food","Hummus","16","2019-04-01"
"319951","sub_sample_food","Hummus - NFY1213ZX","16","2019-04-01"
"319952","sub_sample_food","Hummus - NFY1213ZY","16","2019-04-01"
"319953","sub_sample_food","Hummus - NFY1213ZZ","16","2019-04-01"
"319954","sub_sample_food","Hummus - NFY121400","16","2019-04-01"
"319955","sub_sample_food","Hummus","16","2019-04-01"
"319956","sub_sample_food","Hummus - NFY1213ZP","16","2019-04-01"
"319957","sub_sample_food","Hummus, Sabra Classic - KY, CA2","16","2019-04-01"
"319958","sample_food","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319959","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319960","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319961","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319962","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319963","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319964","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319965","sub_sample_food","Hummus - NFY12143C","16","2019-04-01"
"319966","sub_sample_food","Hummus - NFY12143D","16","2019-04-01"
"319967","sub_sample_food","Hummus","16","2019-04-01"
"319968","sub_sample_food","Hummus","16","2019-04-01"
"319969","sub_sample_food","Hummus","16","2019-04-01"
"319970","sub_sample_food","Hummus","16","2019-04-01"
"319971","sub_sample_food","Hummus","16","2019-04-01"
"319972","sub_sample_food","Hummus","16","2019-04-01"
"319973","sub_sample_food","Hummus - NFY12143E","16","2019-04-01"
"319974","sub_sample_food","Hummus - NFY12143F","16","2019-04-01"
"319975","sub_sample_food","Hummus - NFY12143G","16","2019-04-01"
"319976","sub_sample_food","Hummus - NFY121435","16","2019-04-01"
"319977","sub_sample_food","Hummus, Tribe Classic - GA, NJ","16","2019-04-01"
"319978","sample_food","HUMMUS, OTHER","16","2019-04-01"
"319979","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"319980","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"319981","sub_sample_food","Hummus","16","2019-04-01"
"319982","sub_sample_food","Hummus","16","2019-04-01"
"319983","sub_sample_food","Hummus","16","2019-04-01"
"319984","sample_food","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319985","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319986","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319987","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319988","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319989","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319990","market_acquisition","HUMMUS, TRIBE CLASSIC","16","2019-04-01"
"319991","sub_sample_food","Hummus - NFY12141W","16","2019-04-01"
"319992","sub_sample_food","Hummus - NFY12141X","16","2019-04-01"
"319993","sub_sample_food","Hummus","16","2019-04-01"
"319994","sub_sample_food","Hummus","16","2019-04-01"
"319995","sub_sample_food","Hummus","16","2019-04-01"
"319996","sub_sample_food","Hummus","16","2019-04-01"
"319997","sub_sample_food","Hummus","16","2019-04-01"
"319998","sub_sample_food","Hummus","16","2019-04-01"
"319999","sub_sample_food","Hummus - NFY12141Y","16","2019-04-01"
"320000","sub_sample_food","Hummus - NFY12141Z","16","2019-04-01"
"320001","sub_sample_food","Hummus - NFY121420","16","2019-04-01"
"320002","sub_sample_food","Hummus - NFY121421","16","2019-04-01"
"320003","sub_sample_food","Hummus - NFY12141P","16","2019-04-01"
"320004","sub_sample_food","Hummus, Tribe Classic - KY, PA","16","2019-04-01"
"320005","sample_food","HUMMUS, OTHER","16","2019-04-01"
"320006","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"320007","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"320008","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"320009","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"320010","market_acquisition","HUMMUS, OTHER","16","2019-04-01"
"320011","sub_sample_food","Hummus - NFY12142M","16","2019-04-01"
"320012","sub_sample_food","Hummus - NFY12142N","16","2019-04-01"
"320013","sub_sample_food","Hummus","16","2019-04-01"
"320014","sub_sample_food","Hummus","16","2019-04-01"
"320015","sub_sample_food","Hummus","16","2019-04-01"
"320016","sub_sample_food","Hummus","16","2019-04-01"
"320017","sub_sample_food","Hummus","16","2019-04-01"
"320018","sub_sample_food","Hummus - NFY12142O","16","2019-04-01"
"320019","sub_sample_food","Hummus - NFY12142P","16","2019-04-01"
"320020","sub_sample_food","Hummus - NFY12142Q","16","2019-04-01"
"320021","sub_sample_food","Hummus - NFY12142R","16","2019-04-01"
"320022","sub_sample_food","Hummus - NFY12142G","16","2019-04-01"
"320023","sub_sample_food","Hummus, Other - AZ, IN","16","2019-04-01"
"320025","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320026","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320027","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320028","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320029","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320030","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320031","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320032","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320033","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320034","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320035","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320036","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320037","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320038","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320039","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320040","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320041","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320042","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320043","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320044","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320045","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320046","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320047","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320048","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320049","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320050","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320051","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320052","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320053","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320054","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320055","sub_sample_food","Milk, 2%","1","2019-04-01"
"320056","sub_sample_food","Milk, 2%","1","2019-04-01"
"320057","sub_sample_food","Milk, 2%","1","2019-04-01"
"320058","sub_sample_food","Milk, 2%","1","2019-04-01"
"320059","sub_sample_food","Milk, 2%","1","2019-04-01"
"320060","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320061","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320062","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320063","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320064","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320065","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320066","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320067","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320068","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320069","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320070","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320071","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320072","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320073","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320074","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320075","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320076","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320077","sub_sample_food","Milk, 2%","1","2019-04-01"
"320078","sub_sample_food","Milk, 2%","1","2019-04-01"
"320079","sub_sample_food","Milk, 2%","1","2019-04-01"
"320080","sub_sample_food","Milk, 2%","1","2019-04-01"
"320081","sub_sample_food","Milk, 2%","1","2019-04-01"
"320082","sub_sample_food","Milk, 2%","1","2019-04-01"
"320083","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320084","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320085","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320086","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320087","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320088","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320089","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320090","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320091","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320092","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320093","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320094","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320095","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320096","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320097","sub_sample_food","Milk, 2%","1","2019-04-01"
"320098","sub_sample_food","Milk, 2%","1","2019-04-01"
"320099","sub_sample_food","Milk, 2%","1","2019-04-01"
"320100","sub_sample_food","Milk, 2%","1","2019-04-01"
"320101","sub_sample_food","Milk, 2%","1","2019-04-01"
"320102","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320103","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320104","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320105","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320106","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320107","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320108","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320109","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320110","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320111","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320112","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320113","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320114","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320115","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320116","sub_sample_food","Milk, 2%","1","2019-04-01"
"320117","sub_sample_food","Milk, 2%","1","2019-04-01"
"320118","sub_sample_food","Milk, 2%","1","2019-04-01"
"320119","sub_sample_food","Milk, 2%","1","2019-04-01"
"320120","sub_sample_food","Milk, 2%","1","2019-04-01"
"320121","sub_sample_food","Milk, 2%","1","2019-04-01"
"320122","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320123","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320124","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320125","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320126","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320127","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320128","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320129","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320130","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320131","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320132","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320133","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320134","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320135","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320136","sub_sample_food","Milk, 2%","1","2019-04-01"
"320137","sub_sample_food","Milk, 2%","1","2019-04-01"
"320138","sub_sample_food","Milk, 2%","1","2019-04-01"
"320139","sub_sample_food","Milk, 2%","1","2019-04-01"
"320140","sub_sample_food","Milk, 2%","1","2019-04-01"
"320141","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320142","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320143","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320144","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320145","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320146","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320147","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320148","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320149","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320150","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320151","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320152","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320153","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320154","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320155","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320156","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320157","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320158","sub_sample_food","Milk, 2%","1","2019-04-01"
"320159","sub_sample_food","Milk, 2%","1","2019-04-01"
"320160","sub_sample_food","Milk, 2%","1","2019-04-01"
"320161","sub_sample_food","Milk, 2%","1","2019-04-01"
"320162","sub_sample_food","Milk, 2%","1","2019-04-01"
"320163","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320164","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320165","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320166","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320167","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320168","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320169","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320170","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320171","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320172","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320173","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320174","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320175","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320176","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320177","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320178","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320179","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320180","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320181","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320182","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320183","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320184","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320185","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320186","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320187","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320188","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320189","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320190","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320191","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320192","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320193","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320194","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320195","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320196","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320197","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320198","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320199","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320200","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320201","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320202","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320203","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320204","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320205","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320206","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320207","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320208","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320209","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320210","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320211","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320212","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320213","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320214","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320215","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320216","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320217","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320218","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320219","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320220","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320221","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320222","sub_sample_food","Milk, 2%","1","2019-04-01"
"320223","sub_sample_food","Milk, 2%","1","2019-04-01"
"320224","sub_sample_food","Milk, 2%","1","2019-04-01"
"320225","sub_sample_food","Milk, 2%","1","2019-04-01"
"320226","sub_sample_food","Milk, 2%","1","2019-04-01"
"320227","sub_sample_food","Milk, 2%","1","2019-04-01"
"320228","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320229","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320230","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320231","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320232","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320233","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320234","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320235","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320236","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320237","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320238","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320239","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320240","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320241","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320242","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320243","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320244","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320245","sub_sample_food","Milk, 2%","1","2019-04-01"
"320246","sub_sample_food","Milk, 2%","1","2019-04-01"
"320247","sub_sample_food","Milk, 2%","1","2019-04-01"
"320248","sub_sample_food","Milk, 2%","1","2019-04-01"
"320249","sub_sample_food","Milk, 2%","1","2019-04-01"
"320250","sub_sample_food","Milk, 2%","1","2019-04-01"
"320251","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320252","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320253","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320254","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320255","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320256","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320257","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320258","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320259","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320260","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320261","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320262","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320263","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320264","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320265","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320266","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320267","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320268","sub_sample_food","Milk, 2%","1","2019-04-01"
"320269","sub_sample_food","Milk, 2%","1","2019-04-01"
"320270","sub_sample_food","Milk, 2%","1","2019-04-01"
"320271","sub_sample_food","Milk, 2%","1","2019-04-01"
"320272","sub_sample_food","Milk, 2%","1","2019-04-01"
"320273","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320274","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320275","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320276","market_acquisition","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320277","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320278","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320279","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320280","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320281","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320282","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320283","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320284","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320285","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320286","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320287","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320288","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320289","sub_sample_food","MILK, 2% ","1","2019-04-01"
"320290","sub_sample_food","Milk, 2%","1","2019-04-01"
"320291","sub_sample_food","Milk, 2%","1","2019-04-01"
"320292","sub_sample_food","Milk, 2%","1","2019-04-01"
"320293","sub_sample_food","Milk, 2%","1","2019-04-01"
"320294","sub_sample_food","Milk, 2%","1","2019-04-01"
"320295","sub_sample_food","Milk, 2%","1","2019-04-01"
"320296","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320297","sub_sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
"320298","sample_food","MILK, 2% (WAVE 22E)","1","2019-04-01"
