"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight","data_points","footnote","min_year_acquired"
"120783","331262","","1.0","1058","","without skin","120.0","1","",""
"120784","331263","","1.0","1011","","","150.0","1","",""
"120785","331263","","1.0","1010","","","105.0","1","",""
"120786","331263","","1.0","1058","","with skin","105.0","1","",""
"120787","331263","","1.0","1058","","without skin","87.9","1","",""
"120788","331264","","1.0","1011","","","156.0","1","",""
"120789","331264","","1.0","1010","","","106.0","1","",""
"120790","331264","","1.0","1058","","with skin","106.0","1","",""
"120791","331264","","1.0","1058","","without skin","93.5","1","",""
"120792","331265","","1.0","1011","","","237.0","1","",""
"120793","331265","","1.0","1010","","","180.0","1","",""
"120794","331265","","1.0","1058","","with skin","180.0","1","",""
"120795","331265","","1.0","1058","","without skin","160.0","1","",""
"120796","331266","","1.0","1011","","","207.0","1","",""
"120797","331266","","1.0","1010","","","150.0","1","",""
"120798","331266","","1.0","1058","","with skin","150.0","1","",""
"120799","331266","","1.0","1058","","without skin","130.0","1","",""
"120800","331267","","1.0","1011","","","105.0","1","",""
"120801","331267","","1.0","1010","","","79.4","1","",""
"120802","331267","","1.0","1058","","with skin","79.4","1","",""
"120803","331267","","1.0","1058","","without skin","83.6","1","",""
"120804","331268","","1.0","1011","","","162.0","1","",""
"120805","331268","","1.0","1010","","","119.0","1","",""
"120806","331268","","1.0","1058","","with skin","119.0","1","",""
"120807","331268","","1.0","1058","","without skin","94.3","1","",""
"120808","331269","","1.0","1011","","","160.0","1","",""
"120809","331269","","1.0","1010","","","102.0","1","",""
"120810","331269","","1.0","1058","","with skin","102.0","1","",""
"120811","331269","","1.0","1058","","without skin","88.9","1","",""
"120812","331270","","1.0","1011","","","147.0","1","",""
"120813","331270","","1.0","1010","","","98.7","1","",""
"120814","331270","","1.0","1058","","with skin","98.7","1","",""
"120815","331270","","1.0","1058","","without skin","84.9","1","",""
"120816","331271","","1.0","1011","","","210.0","1","",""
"120817","331271","","1.0","1010","","","136.0","1","",""
"120818","331271","","1.0","1058","","with skin","136.0","1","",""
"120819","331271","","1.0","1058","","without skin","114.0","1","",""
"120820","331272","","1.0","1011","","","207.0","1","",""
"120821","331272","","1.0","1010","","","147.0","1","",""
"120822","331272","","1.0","1058","","with skin","147.0","1","",""
"120823","331272","","1.0","1058","","without skin","134.0","1","",""
"120824","331273","","1.0","1011","","","176.0","1","",""
"120825","331273","","1.0","1010","","","133.0","1","",""
"120826","331273","","1.0","1058","","with skin","133.0","1","",""
"120827","331273","","1.0","1058","","without skin","121.0","1","",""
"120828","331274","","1.0","1011","","","264.0","1","",""
"120829","331274","","1.0","1010","","","188.0","1","",""
"120830","331274","","1.0","1058","","with skin","188.0","1","",""
"120831","331274","","1.0","1058","","without skin","158.0","1","",""
"120832","331275","","1.0","1011","","","221.0","1","",""
"120833","331275","","1.0","1010","","","163.0","1","",""
"120834","331275","","1.0","1058","","with skin","163.0","1","",""
"120835","331275","","1.0","1058","","without skin","147.0","1","",""
"120836","331276","","1.0","1011","","","180.0","1","",""
"120837","331276","","1.0","1010","","","116.0","1","",""
"120838","331276","","1.0","1058","","with skin","116.0","1","",""
"120839","331276","","1.0","1058","","without skin","97.7","1","",""
"120840","331277","","1.0","1011","","","179.0","1","",""
"120841","331277","","1.0","1010","","","116.0","1","",""
"120842","331277","","1.0","1058","","with skin","116.0","1","",""
"120843","331277","","1.0","1058","","without skin","101.0","1","",""
"120844","331278","","1.0","1011","","","163.0","1","",""
"120845","331278","","1.0","1010","","","125.0","1","",""
"120846","331278","","1.0","1058","","with skin","125.0","1","",""
"120847","331278","","1.0","1058","","without skin","114.0","1","",""
"120848","331279","","1.0","1011","","","192.0","1","",""
"120849","331279","","1.0","1010","","","150.0","1","",""
"120850","331279","","1.0","1058","","with skin","150.0","1","",""
"120851","331279","","1.0","1058","","without skin","129.0","1","",""
"120852","331280","","1.0","1011","","","207.0","1","",""
"120853","331280","","1.0","1010","","","142.0","1","",""
"120854","331280","","1.0","1058","","with skin","142.0","1","",""
"120855","331280","","1.0","1058","","without skin","125.0","1","",""
"120856","331281","","1.0","1011","","","170.0","1","",""
"120857","331281","","1.0","1010","","","131.0","1","",""
"120858","331281","","1.0","1058","","with skin","131.0","1","",""
"120859","331281","","1.0","1058","","without skin","109.0","1","",""
"120860","331282","","1.0","1011","","","171.0","1","",""
"120861","331282","","1.0","1010","","","122.0","1","",""
"120862","331282","","1.0","1058","","with skin","122.0","1","",""
"120863","331282","","1.0","1058","","without skin","109.0","1","",""
"120864","331283","","1.0","1011","","","198.0","1","",""
"120865","331283","","1.0","1010","","","140.0","1","",""
"120866","331283","","1.0","1058","","with skin","140.0","1","",""
"120867","331283","","1.0","1058","","without skin","122.0","1","",""
"120868","331284","","1.0","1011","","","158.0","1","",""
"120869","331284","","1.0","1010","","","119.0","1","",""
"120870","331284","","1.0","1058","","with skin","119.0","1","",""
"120871","331284","","1.0","1058","","without skin","102.0","1","",""
"120872","331285","","1.0","1011","","","244.0","1","",""
"120873","331285","","1.0","1010","","","156.0","1","",""
"120874","331285","","1.0","1058","","with skin","156.0","1","",""
"120875","331285","","1.0","1058","","without skin","140.0","1","",""
"120876","331286","","1.0","1011","","","250.0","1","",""
"120877","331286","","1.0","1010","","","190.0","1","",""
"120878","331286","","1.0","1058","","with skin","190.0","1","",""
"120879","331286","","1.0","1058","","without skin","157.0","1","",""
"120880","331287","","1.0","1011","","","218.0","1","",""
"120881","331287","","1.0","1010","","","156.0","1","",""
"120882","331287","","1.0","1058","","with skin","156.0","1","",""
"120883","331287","","1.0","1058","","without skin","140.0","1","",""
"120884","331288","","1.0","1011","","","180.0","1","",""
"120885","331288","","1.0","1010","","","113.0","1","",""
"120886","331288","","1.0","1058","","with skin","113.0","1","",""
"120887","331288","","1.0","1058","","without skin","100.0","1","",""
"120888","331289","","1.0","1011","","","259.0","1","",""
"120889","331289","","1.0","1010","","","180.0","1","",""
"120890","331289","","1.0","1058","","with skin","180.0","1","",""
"120891","331289","","1.0","1058","","without skin","148.0","1","",""
"120892","331290","","1.0","1011","","","186.0","1","",""
"120893","331290","","1.0","1010","","","117.0","1","",""
"120894","331290","","1.0","1058","","with skin","117.0","1","",""
"120895","331290","","1.0","1058","","without skin","103.0","1","",""
"120896","331291","","1.0","1011","","","203.0","1","",""
"120897","331291","","1.0","1010","","","138.0","1","",""
"120898","331291","","1.0","1058","","with skin","138.0","1","",""
"120899","331291","","1.0","1058","","without skin","117.0","1","",""
"120900","331292","","1.0","1011","","","233.0","1","",""
"120901","331292","","1.0","1010","","","178.0","1","",""
"120902","331292","","1.0","1058","","with skin","178.0","1","",""
"120903","331292","","1.0","1058","","without skin","147.0","1","",""
"120904","331293","","1.0","1011","","","160.0","1","",""
"120905","331293","","1.0","1010","","","124.0","1","",""
"120906","331293","","1.0","1058","","with skin","124.0","1","",""
"120907","331293","","1.0","1058","","without skin","109.0","1","",""
"120908","331313","","1.0","1011","","","177.0","1","",""
"120909","331313","","1.0","1010","","","120.0","1","",""
"120910","331313","","1.0","1058","","with skin","120.0","1","",""
"120911","331313","","1.0","1058","","without skin","105.0","1","",""
"120912","331314","","1.0","1011","","","204.0","1","",""
"120913","331314","","1.0","1010","","","135.0","1","",""
"120914","331314","","1.0","1058","","with skin","135.0","1","",""
"120915","331314","","1.0","1058","","without skin","114.0","1","",""
"120916","331315","","1.0","1011","","","202.0","1","",""
"120917","331315","","1.0","1010","","","151.0","1","",""
"120918","331315","","1.0","1058","","with skin","151.0","1","",""
"120919","331315","","1.0","1058","","without skin","127.0","1","",""
"120920","331316","","1.0","1011","","","152.0","1","",""
"120921","331316","","1.0","1010","","","104.0","1","",""
"120922","331316","","1.0","1058","","with skin","104.0","1","",""
"120923","331316","","1.0","1058","","without skin","86.0","1","",""
"120924","331317","","1.0","1011","","","198.0","1","",""
"120925","331317","","1.0","1010","","","137.0","1","",""
"120926","331317","","1.0","1058","","with skin","137.0","1","",""
"120927","331317","","1.0","1058","","without skin","115.0","1","",""
"120928","331318","","1.0","1011","","","225.0","1","",""
"120929","331318","","1.0","1010","","","148.0","1","",""
"120930","331318","","1.0","1058","","with skin","148.0","1","",""
"120931","331318","","1.0","1058","","without skin","126.0","1","",""
"120932","331319","","1.0","1011","","","217.0","1","",""
"120933","331319","","1.0","1010","","","149.0","1","",""
"120934","331319","","1.0","1058","","with skin","149.0","1","",""
"120935","331319","","1.0","1058","","without skin","134.0","1","",""
"120936","331320","","1.0","1011","","","216.0","1","",""
"120937","331320","","1.0","1010","","","150.0","1","",""
"120938","331320","","1.0","1058","","with skin","150.0","1","",""
"120939","331320","","1.0","1058","","without skin","133.0","1","",""
"120940","331321","","1.0","1011","","","247.0","1","",""
"120941","331321","","1.0","1010","","","151.0","1","",""
"120942","331321","","1.0","1058","","with skin","151.0","1","",""
"120943","331321","","1.0","1058","","without skin","126.0","1","",""
"120944","331322","","1.0","1011","","","157.0","1","",""
"120945","331322","","1.0","1010","","","109.0","1","",""
"120946","331322","","1.0","1058","","with skin","109.0","1","",""
"120947","331322","","1.0","1058","","without skin","90.9","1","",""
"120948","331323","","1.0","1011","","","223.0","1","",""
"120949","331323","","1.0","1010","","","154.0","1","",""
"120950","331323","","1.0","1058","","with skin","154.0","1","",""
"120951","331323","","1.0","1058","","without skin","134.0","1","",""
"120952","331324","","1.0","1011","","","187.0","1","",""
"120953","331324","","1.0","1010","","","132.0","1","",""
"120954","331324","","1.0","1058","","with skin","132.0","1","",""
"120955","331324","","1.0","1058","","without skin","109.0","1","",""
"120956","331325","","1.0","1011","","","154.0","1","",""
"120957","331325","","1.0","1010","","","103.0","1","",""
"120958","331325","","1.0","1058","","with skin","103.0","1","",""
"120959","331325","","1.0","1058","","without skin","93.9","1","",""
"120960","331326","","1.0","1011","","","152.0","1","",""
"120961","331326","","1.0","1010","","","97.0","1","",""
"120962","331326","","1.0","1058","","with skin","97.0","1","",""
"120963","331326","","1.0","1058","","without skin","86.6","1","",""
"120964","331327","","1.0","1011","","","193.0","1","",""
"120965","331327","","1.0","1010","","","135.0","1","",""
"120966","331327","","1.0","1058","","with skin","135.0","1","",""
"120967","331327","","1.0","1058","","without skin","115.0","1","",""
"120968","331328","","1.0","1011","","","163.0","1","",""
"120969","331328","","1.0","1010","","","117.0","1","",""
"120970","331328","","1.0","1058","","with skin","117.0","1","",""
"120971","331328","","1.0","1058","","without skin","94.1","1","",""
"120972","331329","","1.0","1011","","","190.0","1","",""
"120973","331329","","1.0","1010","","","138.0","1","",""
"120974","331329","","1.0","1058","","with skin","138.0","1","",""
"120975","331329","","1.0","1058","","without skin","118.0","1","",""
"120976","331330","","1.0","1011","","","208.0","1","",""
"120977","331330","","1.0","1010","","","158.0","1","",""
"120978","331330","","1.0","1058","","with skin","158.0","1","",""
"120979","331330","","1.0","1058","","without skin","80.3","1","",""
"120980","331331","","1.0","1011","","","167.0","1","",""
"120981","331331","","1.0","1010","","","111.0","1","",""
"120982","331331","","1.0","1058","","with skin","111.0","1","",""
"120983","331331","","1.0","1058","","without skin","91.2","1","",""
"120984","331332","","1.0","1011","","","150.0","1","",""
"120985","331332","","1.0","1010","","","94.6","1","",""
"120986","331332","","1.0","1058","","with skin","94.6","1","",""
"120987","331332","","1.0","1058","","without skin","141.0","1","",""
"120988","331333","","1.0","1011","","","202.0","1","",""
"120989","331333","","1.0","1010","","","141.0","1","",""
"120990","331333","","1.0","1058","","with skin","141.0","1","",""
"120991","331333","","1.0","1058","","without skin","122.0","1","",""
"120992","331334","","1.0","1011","","","222.0","1","",""
"120993","331334","","1.0","1010","","","156.0","1","",""
"120994","331334","","1.0","1058","","with skin","156.0","1","",""
"120995","331334","","1.0","1058","","without skin","122.0","1","",""
"120996","331335","","1.0","1011","","","161.0","1","",""
"120997","331335","","1.0","1010","","","104.0","1","",""
"120998","331335","","1.0","1058","","with skin","104.0","1","",""
"120999","331335","","1.0","1058","","without skin","88.1","1","",""
"121000","331336","","1.0","1011","","","133.0","1","",""
"121001","331336","","1.0","1010","","","85.7","1","",""
"121002","331336","","1.0","1058","","with skin","85.7","1","",""
"121003","331336","","1.0","1058","","without skin","70.2","1","",""
"121004","331337","","1.0","1011","","","217.0","1","",""
"121005","331337","","1.0","1010","","","164.0","1","",""
"121006","331337","","1.0","1058","","with skin","164.0","1","",""
"121007","331337","","1.0","1058","","without skin","146.0","1","",""
"121008","331338","","1.0","1011","","","160.0","1","",""
"121009","331338","","1.0","1010","","","110.0","1","",""
"121010","331338","","1.0","1058","","with skin","110.0","1","",""
"121011","331338","","1.0","1058","","without skin","90.2","1","",""
"121012","331339","","1.0","1011","","","194.0","1","",""
"121013","331339","","1.0","1010","","","140.0","1","",""
"121014","331339","","1.0","1058","","with skin","140.0","1","",""
"121015","331339","","1.0","1058","","without skin","123.0","1","",""
"121016","331340","","1.0","1011","","","225.0","1","",""
"121017","331340","","1.0","1010","","","160.0","1","",""
"121018","331340","","1.0","1058","","with skin","160.0","1","",""
"121019","331340","","1.0","1058","","without skin","136.0","1","",""
"121020","331341","","1.0","1011","","","171.0","1","",""
"121021","331341","","1.0","1010","","","118.0","1","",""
"121022","331341","","1.0","1058","","with skin","118.0","1","",""
"121023","331341","","1.0","1058","","without skin","95.1","1","",""
"121024","331342","","1.0","1011","","","245.0","1","",""
"121025","331342","","1.0","1010","","","163.0","1","",""
"121026","331342","","1.0","1058","","with skin","163.0","1","",""
"121027","331342","","1.0","1058","","without skin","150.0","1","",""
"121028","331343","","1.0","1011","","","138.0","1","",""
"121029","331343","","1.0","1010","","","89.2","1","",""
"121030","331343","","1.0","1058","","with skin","89.2","1","",""
"121031","331343","","1.0","1058","","without skin","81.3","1","",""
"121032","331344","","1.0","1011","","","217.0","1","",""
"121033","331344","","1.0","1010","","","144.0","1","",""
"121034","331344","","1.0","1058","","with skin","144.0","1","",""
"121035","331344","","1.0","1058","","without skin","123.0","1","",""
"121036","331345","","1.0","1011","","","205.0","1","",""
"121037","331345","","1.0","1010","","","140.0","1","",""
"121038","331345","","1.0","1058","","with skin","140.0","1","",""
"121039","331345","","1.0","1058","","without skin","120.0","1","",""
"121040","331346","","1.0","1011","","","205.0","1","",""
"121041","331346","","1.0","1010","","","135.0","1","",""
"121042","331346","","1.0","1058","","with skin","135.0","1","",""
"121043","331346","","1.0","1058","","without skin","116.0","1","",""
"121044","331347","","1.0","1011","","","178.0","1","",""
"121045","331347","","1.0","1010","","","124.0","1","",""
"121046","331347","","1.0","1058","","with skin","124.0","1","",""
"121047","331347","","1.0","1058","","without skin","110.0","1","",""
"121048","331348","","1.0","1011","","","151.0","1","",""
"121049","331348","","1.0","1010","","","94.4","1","",""
"121050","331348","","1.0","1058","","with skin","94.4","1","",""
"121051","331348","","1.0","1058","","without skin","81.9","1","",""
"121052","331349","","1.0","1011","","","161.0","1","",""
"121053","331349","","1.0","1010","","","104.0","1","",""
"121054","331349","","1.0","1058","","with skin","104.0","1","",""
"121055","331349","","1.0","1058","","without skin","87.4","1","",""
"121056","331350","","1.0","1011","","","241.0","1","",""
"121057","331350","","1.0","1010","","","165.0","1","",""
"121058","331350","","1.0","1058","","with skin","165.0","1","",""
"121059","331350","","1.0","1058","","without skin","135.0","1","",""
"121060","331351","","1.0","1011","","","261.0","1","",""
"121061","331351","","1.0","1010","","","188.0","1","",""
"121062","331351","","1.0","1058","","with skin","188.0","1","",""
"121063","331351","","1.0","1058","","without skin","161.0","1","",""
"121064","331352","","1.0","1011","","","169.0","1","",""
"121065","331352","","1.0","1010","","","109.0","1","",""
"121066","331352","","1.0","1058","","with skin","109.0","1","",""
"121067","331352","","1.0","1058","","without skin","95.6","1","",""
"121068","331353","","1.0","1011","","","136.0","1","",""
"121069","331353","","1.0","1010","","","92.3","1","",""
"121070","331353","","1.0","1058","","with skin","92.3","1","",""
"121071","331353","","1.0","1058","","without skin","84.3","1","",""
"121072","331354","","1.0","1011","","","160.0","1","",""
"121073","331354","","1.0","1010","","","109.0","1","",""
"121074","331354","","1.0","1058","","with skin","109.0","1","",""
"121075","331354","","1.0","1058","","without skin","92.6","1","",""
"121076","331355","","1.0","1011","","","212.0","1","",""
"121077","331355","","1.0","1010","","","146.0","1","",""
"121078","331355","","1.0","1058","","with skin","146.0","1","",""
"121079","331355","","1.0","1058","","without skin","123.0","1","",""
"121080","331356","","1.0","1011","","","157.0","1","",""
"121081","331356","","1.0","1010","","","98.8","1","",""
"121082","331356","","1.0","1058","","with skin","98.8","1","",""
"121083","331356","","1.0","1058","","without skin","83.7","1","",""
"121084","331357","","1.0","1011","","","217.0","1","",""
"121085","331357","","1.0","1010","","","148.0","1","",""
"121086","331357","","1.0","1058","","with skin","148.0","1","",""
"121087","331357","","1.0","1058","","without skin","133.0","1","",""
"121088","331728","","1.0","1011","","","156.0","1","",""
"121089","331728","","1.0","1010","","","112.0","1","",""
"121090","331728","","1.0","1026","","without skin","99.9","1","",""
"121091","331728","","1.0","1026","","with skin","112.0","1","",""
"121092","331729","","1.0","1011","","","161.0","1","",""
"121093","331729","","1.0","1010","","","123.0","1","",""
"121094","331729","","1.0","1026","","without skin","111.0","1","",""
"121095","331729","","1.0","1026","","with skin","123.0","1","",""
"121096","331730","","1.0","1011","","","142.0","1","",""
"121097","331730","","1.0","1010","","","102.0","1","",""
"121098","331730","","1.0","1026","","without skin","90.1","1","",""
"121099","331730","","1.0","1026","","with skin","102.0","1","",""
"121100","331731","","1.0","1011","","","112.0","1","",""
"121101","331731","","1.0","1010","","","85.2","1","",""
"121102","331731","","1.0","1026","","without skin","76.6","1","",""
"121103","331731","","1.0","1026","","with skin","85.2","1","",""
"121104","331732","","1.0","1011","","","114.0","1","",""
"121105","331732","","1.0","1010","","","81.2","1","",""
"121106","331732","","1.0","1026","","without skin","73.2","1","",""
"121107","331732","","1.0","1026","","with skin","81.2","1","",""
"121108","331733","","1.0","1011","","","176.0","1","",""
"121109","331733","","1.0","1010","","","132.0","1","",""
"121110","331733","","1.0","1026","","without skin","120.0","1","",""
"121111","331733","","1.0","1026","","with skin","132.0","1","",""
"121112","331736","","1.0","1011","","","146.0","1","",""
"121113","331736","","1.0","1010","","","109.0","1","",""
"121114","331736","","1.0","1026","","without skin","99.3","1","",""
"121115","331736","","1.0","1026","","with skin","109.0","1","",""
"121116","331737","","1.0","1011","","","125.0","1","",""
"121117","331737","","1.0","1010","","","92.9","1","",""
"121118","331737","","1.0","1026","","without skin","83.9","1","",""
"121119","331737","","1.0","1026","","with skin","92.9","1","",""
"121120","331738","","1.0","1011","","","114.0","1","",""
"121121","331738","","1.0","1010","","","78.2","1","",""
"121122","331738","","1.0","1026","","without skin","70.3","1","",""
"121123","331738","","1.0","1026","","with skin","78.2","1","",""
"121124","331739","","1.0","1011","","","190.0","1","",""
"121125","331739","","1.0","1010","","","145.0","1","",""
"121126","331739","","1.0","1026","","without skin","131.0","1","",""
"121127","331739","","1.0","1026","","with skin","145.0","1","",""
"121128","331788","","1.0","1058","","without skin","169.0","1","",""
"121129","331788","","1.0","1058","","with skin","221.0","1","",""
"121130","331788","","1.0","1011","","","221.0","1","",""
"121131","331789","","1.0","1058","","without skin","123.0","1","",""
"121132","331789","","1.0","1058","","with skin","148.0","1","",""
"121133","331789","","1.0","1011","","","148.0","1","",""
"121134","331790","","1.0","1058","","without skin","164.0","1","",""
"121135","331790","","1.0","1058","","with skin","219.0","1","",""
"121136","331790","","1.0","1011","","","219.0","1","",""
"121137","331791","","1.0","1058","","without skin","122.0","1","",""
"121138","331791","","1.0","1058","","with skin","150.0","1","",""
"121139","331791","","1.0","1011","","","150.0","1","",""
"121140","331792","","1.0","1058","","without skin","175.0","1","",""
"121141","331792","","1.0","1058","","with skin","221.0","1","",""
"121142","331792","","1.0","1011","","","221.0","1","",""
"121143","331793","","1.0","1058","","without skin","141.0","1","",""
"121144","331793","","1.0","1058","","with skin","169.0","1","",""
"121145","331793","","1.0","1011","","","169.0","1","",""
"121146","331794","","1.0","1058","","without skin","106.0","1","",""
"121147","331794","","1.0","1058","","with skin","134.0","1","",""
"121148","331794","","1.0","1011","","","134.0","1","",""
"121149","331795","","1.0","1058","","without skin","172.0","1","",""
"121150","331795","","1.0","1058","","with skin","226.0","1","",""
"121151","331795","","1.0","1011","","","226.0","1","",""
"121152","331796","","1.0","1058","","without skin","112.0","1","",""
"121153","331796","","1.0","1058","","with skin","141.0","1","",""
"121154","331796","","1.0","1011","","","141.0","1","",""
"121155","331797","","1.0","1058","","without skin","156.0","1","",""
"121156","331797","","1.0","1058","","with skin","184.0","1","",""
"121157","331797","","1.0","1011","","","184.0","1","",""
"121158","331810","","1.0","1011","","","195.0","1","",""
"121159","331810","","1.0","1010","","","119.0","1","",""
"121160","331810","","1.0","1058","","with skin","119.0","1","",""
"121161","331810","","1.0","1058","","without skin","97.3","1","",""
"121162","331811","","1.0","1011","","","193.0","1","",""
"121163","331811","","1.0","1010","","","146.0","1","",""
"121164","331811","","1.0","1058","","with skin","146.0","1","",""
"121165","331811","","1.0","1058","","without skin","122.0","1","",""
"121166","331812","","1.0","1011","","","247.0","1","",""
"121167","331812","","1.0","1010","","","168.0","1","",""
"121168","331812","","1.0","1058","","with skin","168.0","1","",""
"121169","331812","","1.0","1058","","without skin","146.0","1","",""
"121170","331813","","1.0","1011","","","142.0","1","",""
"121171","331813","","1.0","1010","","","89.8","1","",""
"121172","331813","","1.0","1058","","with skin","89.8","1","",""
"121173","331813","","1.0","1058","","without skin","76.1","1","",""
"121174","331814","","1.0","1011","","","274.0","1","",""
"121175","331814","","1.0","1010","","","196.0","1","",""
"121176","331814","","1.0","1058","","with skin","196.0","1","",""
"121177","331814","","1.0","1058","","without skin","170.0","1","",""
"121178","331815","","1.0","1011","","","168.0","1","",""
"121179","331815","","1.0","1010","","","108.0","1","",""
"121180","331815","","1.0","1058","","with skin","108.0","1","",""
"121181","331815","","1.0","1058","","without skin","94.5","1","",""
"121182","331816","","1.0","1011","","","148.0","1","",""
"121183","331816","","1.0","1010","","","96.9","1","",""
"121184","331816","","1.0","1058","","with skin","96.9","1","",""
"121185","331816","","1.0","1058","","without skin","84.5","1","",""
"121186","331817","","1.0","1011","","","233.0","1","",""
"121187","331817","","1.0","1010","","","161.0","1","",""
"121188","331817","","1.0","1058","","with skin","161.0","1","",""
"121189","331817","","1.0","1058","","without skin","139.0","1","",""
"121190","331818","","1.0","1011","","","147.0","1","",""
"121191","331818","","1.0","1010","","","94.6","1","",""
"121192","331818","","1.0","1058","","with skin","94.6","1","",""
"121193","331818","","1.0","1058","","without skin","93.4","1","",""
"121194","331819","","1.0","1011","","","151.0","1","",""
"121195","331819","","1.0","1010","","","113.0","1","",""
"121196","331819","","1.0","1058","","with skin","113.0","1","",""
"121197","331819","","1.0","1058","","without skin","93.8","1","",""
"121198","331832","","1.0","1011","","","181.0","1","",""
"121199","331832","","1.0","1010","","","125.0","1","",""
"121200","331832","","1.0","1058","","with skin","125.0","1","",""
"121201","331832","","1.0","1058","","without skin","107.0","1","",""
"121202","331833","","1.0","1011","","","255.0","1","",""
"121203","331833","","1.0","1010","","","202.0","1","",""
"121204","331833","","1.0","1058","","with skin","202.0","1","",""
"121205","331833","","1.0","1058","","without skin","166.0","1","",""
"121206","331834","","1.0","1011","","","197.0","1","",""
"121207","331834","","1.0","1010","","","140.0","1","",""
"121208","331834","","1.0","1058","","with skin","140.0","1","",""
"121209","331834","","1.0","1058","","without skin","117.0","1","",""
"121210","331835","","1.0","1011","","","165.0","1","",""
"121211","331835","","1.0","1010","","","113.0","1","",""
"121212","331835","","1.0","1058","","with skin","113.0","1","",""
"121213","331835","","1.0","1058","","without skin","94.3","1","",""
"121214","331836","","1.0","1011","","","216.0","1","",""
"121215","331836","","1.0","1010","","","148.0","1","",""
"121216","331836","","1.0","1058","","with skin","148.0","1","",""
"121217","331836","","1.0","1058","","without skin","122.0","1","",""
"121218","331837","","1.0","1011","","","233.0","1","",""
"121219","331837","","1.0","1010","","","170.0","1","",""
"121220","331837","","1.0","1058","","with skin","170.0","1","",""
"121221","331837","","1.0","1058","","without skin","145.0","1","",""
"121222","331838","","1.0","1011","","","255.0","1","",""
"121223","331838","","1.0","1010","","","199.0","1","",""
"121224","331838","","1.0","1058","","with skin","199.0","1","",""
"121225","331838","","1.0","1058","","without skin","163.0","1","",""
"121226","331839","","1.0","1011","","","180.0","1","",""
"121227","331839","","1.0","1010","","","117.0","1","",""
"121228","331839","","1.0","1058","","with skin","117.0","1","",""
"121229","331839","","1.0","1058","","without skin","108.0","1","",""
"121230","331840","","1.0","1011","","","286.0","1","",""
"121231","331840","","1.0","1010","","","220.0","1","",""
"121232","331840","","1.0","1058","","with skin","220.0","1","",""
"121233","331840","","1.0","1058","","without skin","186.0","1","",""
"121234","331841","","1.0","1011","","","147.0","1","",""
"121235","331841","","1.0","1010","","","99.0","1","",""
"121236","331841","","1.0","1058","","with skin","99.0","1","",""
"121237","331841","","1.0","1058","","without skin","79.8","1","",""
"121238","331854","","1.0","1026","","without skin","130.0","1","",""
"121239","331854","","1.0","1011","","","143.0","1","",""
"121240","331854","","1.0","1026","","with skin","143.0","1","",""
"121241","331855","","1.0","1026","","without skin","134.0","1","",""
"121242","331855","","1.0","1011","","","153.0","1","",""
"121243","331855","","1.0","1026","","with skin","153.0","1","",""
"121244","331856","","1.0","1026","","without skin","172.0","1","",""
"121245","331856","","1.0","1011","","","188.0","1","",""
"121246","331856","","1.0","1026","","with skin","188.0","1","",""
"121247","331857","","1.0","1026","","without skin","140.0","1","",""
"121248","331857","","1.0","1011","","","154.0","1","",""
"121249","331857","","1.0","1026","","with skin","154.0","1","",""
"121250","331858","","1.0","1026","","without skin","105.0","1","",""
"121251","331858","","1.0","1011","","","115.0","1","",""
"121252","331858","","1.0","1026","","with skin","115.0","1","",""
"121253","331859","","1.0","1026","","without skin","137.0","1","",""
"121254","331859","","1.0","1011","","","150.0","1","",""
"121255","331859","","1.0","1026","","with skin","150.0","1","",""
"121256","331860","","1.0","1026","","without skin","142.0","1","",""
"121257","331860","","1.0","1011","","","160.0","1","",""
"121258","331860","","1.0","1026","","with skin","160.0","1","",""
"121259","331861","","1.0","1026","","without skin","105.0","1","",""
"121260","331861","","1.0","1011","","","115.0","1","",""
"121261","331861","","1.0","1026","","with skin","115.0","1","",""
"121262","331862","","1.0","1026","","without skin","85.4","1","",""
"121263","331862","","1.0","1011","","","86.1","1","",""
"121264","331862","","1.0","1026","","with skin","86.1","1","",""
"121265","331863","","1.0","1026","","without skin","144.0","1","",""
"121266","331863","","1.0","1011","","","163.0","1","",""
"121267","331863","","1.0","1026","","with skin","163.0","1","",""
"121268","331876","","1.0","1011","","","157.0","1","",""
"121269","331876","","1.0","1010","","","137.0","1","",""
"121270","331876","","1.0","1026","","without skin","127.0","1","",""
"121271","331876","","1.0","1026","","with skin","137.0","1","",""
"121272","331877","","1.0","1011","","","140.0","1","",""
"121273","331877","","1.0","1010","","","114.0","1","",""
"121274","331877","","1.0","1026","","without skin","106.0","1","",""
"121275","331877","","1.0","1026","","with skin","114.0","1","",""
"121276","331878","","1.0","1011","","","146.0","1","",""
"121277","331878","","1.0","1010","","","122.0","1","",""
"121278","331878","","1.0","1026","","without skin","111.0","1","",""
"121279","331878","","1.0","1026","","with skin","122.0","1","",""
"121280","331879","","1.0","1011","","","123.0","1","",""
"121281","331879","","1.0","1010","","","99.2","1","",""
"121282","331879","","1.0","1026","","without skin","90.7","1","",""
"121283","331879","","1.0","1026","","with skin","99.2","1","",""
"121284","331880","","1.0","1011","","","180.0","1","",""
"121285","331880","","1.0","1010","","","149.0","1","",""
"121286","331880","","1.0","1026","","without skin","137.0","1","",""
"121287","331880","","1.0","1026","","with skin","149.0","1","",""
