"fdc_id_of_sample_food","fdc_id_of_acquisition_food"
"327217","327219"
"327236","327237"
"327236","327238"
"327236","327239"
"327258","327259"
"327258","327260"
"327258","327261"
"327278","327281"
"327278","327279"
"327278","327280"
"327298","327299"
"327298","327300"
"327298","327301"
"327317","327320"
"327317","327318"
"327317","327319"
"327336","327337"
"327336","327339"
"327336","327338"
"327358","327359"
"327358","327360"
"327358","327361"
"327374","327377"
"327374","327376"
"327374","327375"
"327391","327392"
"327391","327394"
"327391","327393"
"327408","327409"
"327408","327410"
"327408","327411"
"327428","327430"
"327428","327429"
"327428","327431"
"327448","327451"
"327448","327450"
"327448","327449"
"327466","327469"
"327466","327468"
"327466","327467"
"327485","327486"
"327485","327487"
"327485","327488"
"327502","327508"
"327502","327507"
"327502","327510"
"327502","327505"
"327502","327506"
"327502","327504"
"327502","327509"
"327502","327503"
"327527","327531"
"327527","327528"
"327527","327532"
"327527","327530"
"327527","327535"
"327527","327533"
"327527","327534"
"327527","327529"
"327552","327553"
"327552","327557"
"327552","327561"
"327552","327560"
"327552","327555"
"327552","327559"
"327552","327554"
"327552","327556"
"327552","327558"
"327578","327580"
"327578","327586"
"327578","327579"
"327578","327581"
"327578","327587"
"327578","327585"
"327578","327583"
"327578","327584"
"327578","327582"
"327602","327607"
"327602","327604"
"327602","327609"
"327602","327606"
"327602","327610"
"327602","327608"
"327602","327611"
"327602","327603"
"327602","327605"
"327626","327631"
"327626","327630"
"327626","327632"
"327626","327628"
"327626","327627"
"327626","327634"
"327626","327633"
"327626","327629"
"327626","327635"
"327652","327653"
"327652","327655"
"327652","327654"
"327652","327658"
"327652","327656"
"327652","327657"
"327675","327684"
"327675","327679"
"327675","327680"
"327675","327681"
"327675","327682"
"327675","327683"
"327675","327676"
"327675","327678"
"327675","327677"
"327700","327702"
"327700","327701"
"327706","327709"
"327706","327707"
"327706","327708"
"327713","327715"
"327713","327714"
"327713","327716"
"327720","327724"
"327720","327723"
"327720","327721"
"327720","327722"
"327728","327729"
"327728","327730"
"327728","327731"
"327735","327737"
"327735","327736"
"327735","327738"
"327742","327744"
"327742","327748"
"327742","327745"
"327742","327746"
"327742","327747"
"327742","327743"
"327760","327764"
"327760","327763"
"327760","327766"
"327760","327767"
"327760","327762"
"327760","327761"
"327760","327765"
"327781","327786"
"327781","327783"
"327781","327782"
"327781","327785"
"327781","327784"
"327781","327788"
"327781","327787"
"327803","327804"
"327803","327808"
"327803","327809"
"327803","327805"
"327803","327806"
"327803","327810"
"327803","327811"
"327803","327807"
"327826","327831"
"327826","327827"
"327826","327830"
"327826","327833"
"327826","327832"
"327826","327828"
"327826","327829"
"327851","327853"
"327851","327854"
"327851","327857"
"327851","327858"
"327851","327856"
"327851","327852"
"327851","327855"
"327875","327879"
"327875","327881"
"327875","327876"
"327875","327880"
"327875","327877"
"327875","327878"
"327899","327906"
"327899","327902"
"327899","327904"
"327899","327905"
"327899","327901"
"327899","327903"
"327899","327900"
"327924","327925"
"327924","327931"
"327924","327932"
"327924","327926"
"327924","327930"
"327924","327928"
"327924","327929"
"327924","327927"
"327936","327941"
"327936","327944"
"327936","327939"
"327936","327940"
"327936","327937"
"327936","327942"
"327936","327943"
"327936","327938"
"327948","327952"
"327948","327953"
"327948","327950"
"327948","327955"
"327948","327956"
"327948","327954"
"327948","327951"
"327948","327949"
"327960","327962"
"327960","327964"
"327960","327968"
"327960","327961"
"327960","327966"
"327960","327967"
"327960","327965"
"327960","327963"
"327980","327984"
"327980","327982"
"327980","327981"
"327980","327983"
"327998","327999"
"327998","328003"
"327998","328001"
"327998","328002"
"327998","328000"
"328008","328011"
"328008","328014"
"328008","328010"
"328008","328012"
"328008","328016"
"328008","328015"
"328008","328009"
"328008","328013"
"328020","328023"
"328020","328021"
"328020","328024"
"328020","328026"
"328020","328028"
"328020","328027"
"328020","328025"
"328020","328022"
"328045","328046"
"328045","328051"
"328045","328050"
"328045","328047"
"328045","328053"
"328045","328052"
"328045","328049"
"328045","328048"
"328057","328060"
"328057","328063"
"328057","328061"
"328057","328058"
"328057","328059"
"328057","328065"
"328057","328064"
"328057","328062"
"328070","328073"
"328070","328077"
"328070","328078"
"328070","328071"
"328070","328076"
"328070","328075"
"328070","328074"
"328070","328072"
"328094","328099"
"328094","328096"
"328094","328100"
"328094","328098"
"328094","328095"
"328094","328102"
"328094","328097"
"328094","328101"
"328114","328116"
"328114","328117"
"328114","328115"
"328114","328118"
"328122","328123"
"328122","328125"
"328122","328124"
"328122","328126"
"328130","328136"
"328130","328131"
"328130","328137"
"328130","328135"
"328130","328132"
"328130","328138"
"328130","328134"
"328130","328133"
"328153","328154"
"328153","328156"
"328153","328157"
"328153","328158"
"328153","328160"
"328153","328159"
"328153","328161"
"328153","328155"
"328175","328177"
"328175","328176"
"328175","328179"
"328175","328178"
"328191","328193"
"328191","328192"
"328191","328194"
"328191","328195"
"328208","328211"
"328208","328212"
"328208","328209"
"328208","328210"
"328208","328213"
"328208","328214"
"328227","328231"
"328227","328232"
"328227","328230"
"328227","328228"
"328227","328229"
"328248","328250"
"328248","328253"
"328248","328252"
"328248","328249"
"328248","328251"
"328248","328254"
"328266","328269"
"328266","328271"
"328266","328270"
"328266","328272"
"328266","328273"
"328266","328267"
"328266","328268"
"328286","328288"
"328286","328289"
"328286","328292"
"328286","328291"
"328286","328290"
"328286","328287"
"328305","328306"
"328305","328307"
"328305","328309"
"328305","328310"
"328305","328311"
"328305","328308"
"328326","328332"
"328326","328330"
"328326","328329"
"328326","328328"
"328326","328327"
"328326","328331"
"328335","328338"
"328335","328340"
"328335","328336"
"328335","328337"
"328335","328339"
"328335","328341"
"328344","328346"
"328344","328348"
"328344","328347"
"328344","328345"
"328351","328353"
"328351","328352"
"328351","328355"
"328351","328354"
"328358","328360"
"328358","328364"
"328358","328359"
"328358","328362"
"328358","328361"
"328358","328363"
"328376","328381"
"328376","328377"
"328376","328379"
"328376","328380"
"328376","328378"
"328394","328396"
"328394","328395"
"328394","328399"
"328394","328400"
"328394","328401"
"328394","328397"
"328394","328398"
"328413","328414"
"328413","328419"
"328413","328417"
"328413","328416"
"328413","328415"
"328413","328418"
"328432","328437"
"328432","328434"
"328432","328436"
"328432","328435"
"328432","328433"
"328432","328438"
"328442","328444"
"328442","328447"
"328442","328446"
"328442","328445"
"328442","328443"
"328454","328455"
"328454","328456"
"328454","328459"
"328454","328457"
"328454","328460"
"328454","328458"
"328472","328473"
"328472","328475"
"328472","328476"
"328472","328474"
"328490","328493"
"328490","328492"
"328490","328494"
"328490","328495"
"328490","328491"
"328508","328511"
"328508","328513"
"328508","328512"
"328508","328510"
"328508","328509"
"328529","328531"
"328529","328532"
"328529","328530"
"328529","328533"
"328541","328546"
"328541","328542"
"328541","328543"
"328541","328545"
"328541","328547"
"328541","328544"
"328549","328551"
"328549","328552"
"328549","328550"
"328559","328560"
"328559","328564"
"328559","328561"
"328559","328563"
"328559","328562"
"328559","328565"
"328567","328568"
"328567","328569"
"328567","328570"
"328585","328586"
"328585","328588"
"328585","328590"
"328585","328591"
"328585","328587"
"328585","328589"
"328594","328597"
"328594","328595"
"328594","328596"
"328594","328598"
"328601","328603"
"328601","328606"
"328601","328605"
"328601","328604"
"328601","328607"
"328601","328602"
"328620","328623"
"328620","328621"
"328620","328622"
"328638","328642"
"328638","328640"
"328638","328639"
"328638","328641"
"328646","328648"
"328646","328647"
"328652","328656"
"328652","328653"
"328652","328654"
"328652","328655"
"328660","328663"
"328660","328662"
"328660","328661"
"328660","328664"
"328679","328682"
"328679","328681"
"328679","328683"
"328679","328680"
"328695","328697"
"328695","328696"
"328695","328698"
"328695","328699"
"328713","328714"
"328713","328716"
"328713","328715"
"328713","328717"
"328721","328725"
"328721","328724"
"328721","328723"
"328721","328722"
"328729","328730"
"328729","328731"
"328729","328732"
"328736","328739"
"328736","328740"
"328736","328738"
"328736","328737"
"328751","328752"
"328751","328755"
"328751","328753"
"328751","328754"
"328769","328771"
"328769","328773"
"328769","328770"
"328769","328772"
"328785","328786"
"328785","328789"
"328785","328787"
"328785","328788"
"328793","328794"
"328793","328795"
"328793","328796"
"328793","328797"
"328809","328810"
"328809","328811"
"328809","328812"
"328809","328813"
"328824","328825"
"328824","328827"
"328824","328828"
"328824","328826"
"328842","328844"
"328842","328846"
"328842","328843"
"328842","328845"
"328850","328853"
"328850","328852"
"328850","328851"
"328857","328865"
"328857","328860"
"328857","328863"
"328857","328862"
"328857","328859"
"328857","328864"
"328857","328861"
"328857","328858"
"328869","328872"
"328869","328877"
"328869","328874"
"328869","328876"
"328869","328871"
"328869","328870"
"328869","328875"
"328869","328873"
"328881","328887"
"328881","328889"
"328881","328888"
"328881","328886"
"328881","328882"
"328881","328884"
"328881","328885"
"328881","328883"
"328902","328903"
"328902","328905"
"328902","328908"
"328902","328909"
"328902","328906"
"328902","328907"
"328902","328910"
"328902","328904"
"328924","328926"
"328924","328930"
"328924","328927"
"328924","328925"
"328924","328928"
"328924","328929"
"328946","328953"
"328946","328950"
"328946","328952"
"328946","328951"
"328946","328954"
"328946","328948"
"328946","328949"
"328946","328947"
"328967","328970"
"328967","328969"
"328967","328968"
"328967","328971"
"328975","328981"
"328975","328982"
"328975","328976"
"328975","328977"
"328975","328983"
"328975","328980"
"328975","328979"
"328975","328978"
"329000","329003"
"329000","329004"
"329000","329001"
"329000","329002"
"329000","329008"
"329000","329007"
"329000","329006"
"329000","329005"
"329012","329020"
"329012","329017"
"329012","329014"
"329012","329016"
"329012","329018"
"329012","329013"
"329012","329019"
"329012","329015"
"329024","329025"
"329024","329028"
"329024","329032"
"329024","329029"
"329024","329030"
"329024","329027"
"329024","329031"
"329024","329026"
"329036","329041"
"329036","329038"
"329036","329039"
"329036","329044"
"329036","329040"
"329036","329043"
"329036","329042"
"329036","329037"
"329058","329062"
"329058","329061"
"329058","329060"
"329058","329063"
"329058","329059"
"329075","329079"
"329075","329078"
"329075","329083"
"329075","329077"
"329075","329080"
"329075","329081"
"329075","329076"
"329075","329082"
"329098","329105"
"329098","329102"
"329098","329104"
"329098","329106"
"329098","329099"
"329098","329100"
"329098","329103"
"329098","329101"
"329119","329126"
"329119","329123"
"329119","329120"
"329119","329127"
"329119","329121"
"329119","329124"
"329119","329122"
"329119","329125"
"329131","329133"
"329131","329132"
"329131","329134"
"329138","329142"
"329138","329139"
"329138","329140"
"329138","329141"
"329147","329148"
"329147","329149"
"329160","329162"
"329160","329161"
"329174","329175"
"329174","329176"
"329189","329191"
"329189","329193"
"329189","329190"
"329189","329192"
"329198","329200"
"329198","329204"
"329198","329199"
"329198","329203"
"329198","329201"
"329198","329202"
"329216","329217"
"329216","329220"
"329216","329218"
"329216","329219"
"329224","329226"
"329224","329225"
"329224","329227"
"329232","329233"
"329232","329234"
"329232","329235"
"329240","329241"
"329240","329242"
"329240","329244"
"329240","329243"
"329255","329259"
"329255","329256"
"329255","329258"
"329255","329257"
"329271","329273"
"329271","329275"
"329271","329272"
"329271","329274"
"329279","329281"
"329279","329280"
"329279","329283"
"329279","329282"
"329295","329298"
"329295","329297"
"329295","329296"
"329309","329311"
"329309","329310"
"329309","329313"
"329309","329312"
"329316","329318"
"329316","329317"
"329316","329320"
"329316","329319"
"329331","329335"
"329331","329332"
"329331","329333"
"329331","329334"
"329346","329349"
"329346","329352"
"329346","329350"
"329346","329347"
"329346","329348"
"329346","329351"
"329359","329364"
"329359","329363"
"329359","329365"
"329359","329361"
"329359","329360"
"329359","329362"
"329371","329372"
"329378","329379"
"329385","329386"
"329392","329393"
"329399","329400"
"329406","329407"
"329413","329414"
"329420","329421"
"329427","329428"
"329434","329435"
"329441","329442"
"329448","329449"
"329455","329456"
"329462","329463"
"329469","329470"
"329476","329477"
"329483","329484"
"329491","329492"
"329498","329499"
"329505","329506"
"329512","329513"
"329519","329520"
"329526","329527"
"329533","329534"
"329540","329541"
"329547","329548"
"329554","329555"
"329561","329562"
"329568","329569"
"329575","329576"
"329582","329583"
"329589","329590"
"329597","329598"
"329604","329605"
"329611","329612"
"329618","329619"
"329625","329626"
"329632","329633"
"329639","329640"
"329646","329647"
"329653","329654"
"329660","329661"
"329667","329668"
"329674","329675"
"329681","329682"
"329688","329689"
"329695","329696"
"329702","329703"
"329709","329710"
"329717","329720"
"329717","329721"
"329717","329719"
"329717","329718"
"329734","329737"
"329734","329738"
"329734","329735"
"329734","329736"
"329751","329755"
"329751","329754"
"329751","329752"
"329751","329753"
"329768","329769"
"329768","329770"
"329783","329784"
"329783","329786"
"329783","329787"
"329783","329785"
"329806","329809"
"329806","329807"
"329806","329810"
"329806","329808"
"329831","329832"
"329831","329833"
"329831","329834"
"329837","329842"
"329837","329841"
"329837","329838"
"329837","329839"
"329837","329840"
"329837","329843"
"329846","329849"
"329846","329848"
"329846","329850"
"329846","329847"
"329853","329855"
"329853","329867"
"329853","329860"
"329853","329857"
"329853","329861"
"329853","329866"
"329853","329862"
"329853","329859"
"329853","329854"
"329853","329856"
"329853","329864"
"329853","329863"
"329853","329865"
"329853","329858"
"329870","329871"
"329874","329877"
"329874","329878"
"329874","329875"
"329874","329879"
"329874","329880"
"329874","329876"
"329883","329889"
"329883","329885"
"329883","329886"
"329883","329888"
"329883","329887"
"329883","329884"
"329905","329907"
"329905","329914"
"329905","329908"
"329905","329915"
"329905","329909"
"329905","329906"
"329905","329913"
"329905","329912"
"329905","329910"
"329905","329916"
"329905","329920"
"329905","329918"
"329905","329917"
"329905","329911"
"329905","329921"
"329905","329919"
"329933","329939"
"329933","329935"
"329933","329937"
"329933","329938"
"329933","329936"
"329933","329934"
"329951","329955"
"329951","329952"
"329951","329954"
"329951","329956"
"329951","329957"
"329951","329953"
"329973","329977"
"329973","329979"
"329973","329976"
"329973","329974"
"329973","329975"
"329973","329978"
"329993","329997"
"329993","329995"
"329993","329999"
"329993","329996"
"329993","330002"
"329993","329998"
"329993","330003"
"329993","330004"
"329993","330000"
"329993","330005"
"329993","330001"
"329993","329994"
"330008","330009"
"330008","330013"
"330008","330012"
"330008","330015"
"330008","330014"
"330008","330010"
"330008","330011"
"330018","330027"
"330018","330030"
"330018","330023"
"330018","330026"
"330018","330024"
"330018","330028"
"330018","330022"
"330018","330020"
"330018","330021"
"330018","330025"
"330018","330029"
"330018","330031"
"330018","330032"
"330018","330019"
"330035","330036"
"330035","330037"
"330035","330039"
"330035","330041"
"330035","330040"
"330035","330038"
"330035","330042"
"330056","330060"
"330056","330059"
"330056","330058"
"330056","330061"
"330056","330063"
"330056","330062"
"330056","330057"
"330079","330081"
"330079","330085"
"330079","330090"
"330079","330088"
"330079","330092"
"330079","330086"
"330079","330087"
"330079","330083"
"330079","330082"
"330079","330093"
"330079","330080"
"330079","330091"
"330079","330089"
"330079","330084"
"330108","330111"
"330108","330112"
"330108","330118"
"330108","330122"
"330108","330117"
"330108","330109"
"330108","330114"
"330108","330119"
"330108","330124"
"330108","330120"
"330108","330116"
"330108","330121"
"330108","330123"
"330108","330115"
"330108","330110"
"330108","330113"
"330138","330141"
"330138","330139"
"330138","330142"
"330138","330140"
"330145","330149"
"330145","330147"
"330145","330148"
"330145","330146"
"330152","330156"
"330152","330154"
"330152","330153"
"330152","330155"
"330161","330163"
"330161","330162"
"330161","330169"
"330161","330166"
"330161","330168"
"330161","330164"
"330161","330167"
"330161","330165"
"330178","330180"
"330178","330184"
"330178","330183"
"330178","330187"
"330178","330188"
"330178","330186"
"330178","330185"
"330178","330189"
"330178","330181"
"330178","330182"
"330178","330179"
"330178","330190"
"330201","330204"
"330201","330207"
"330201","330203"
"330201","330205"
"330201","330208"
"330201","330206"
"330201","330202"
"330221","330227"
"330221","330222"
"330221","330229"
"330221","330223"
"330221","330224"
"330221","330228"
"330221","330231"
"330221","330232"
"330221","330226"
"330221","330233"
"330221","330230"
"330221","330225"
"330236","330239"
"330236","330243"
"330236","330237"
"330236","330241"
"330236","330244"
"330236","330240"
"330236","330238"
"330236","330242"
"330257","330266"
"330257","330259"
"330257","330263"
"330257","330258"
"330257","330262"
"330257","330260"
"330257","330267"
"330257","330269"
"330257","330261"
"330257","330265"
"330257","330264"
"330257","330268"
"330279","330286"
"330279","330283"
"330279","330288"
"330279","330281"
"330279","330289"
"330279","330285"
"330279","330287"
"330279","330282"
"330279","330280"
"330279","330284"
"330292","330296"
"330292","330298"
"330292","330294"
"330292","330301"
"330292","330300"
"330292","330293"
"330292","330299"
"330292","330302"
"330292","330295"
"330292","330297"
"330307","330319"
"330307","330311"
"330307","330313"
"330307","330315"
"330307","330308"
"330307","330318"
"330307","330310"
"330307","330316"
"330307","330314"
"330307","330312"
"330307","330309"
"330307","330317"
"330329","330330"
"330329","330332"
"330329","330335"
"330329","330337"
"330329","330338"
"330329","330334"
"330329","330341"
"330329","330340"
"330329","330333"
"330329","330339"
"330329","330331"
"330329","330336"
"330352","330358"
"330352","330355"
"330352","330362"
"330352","330363"
"330352","330359"
"330352","330353"
"330352","330361"
"330352","330356"
"330352","330360"
"330352","330357"
"330352","330354"
"330352","330364"
"330376","330378"
"330376","330379"
"330376","330377"
"330376","330380"
"330392","330393"
"330392","330403"
"330392","330401"
"330392","330397"
"330392","330394"
"330392","330398"
"330392","330399"
"330392","330400"
"330392","330404"
"330392","330402"
"330392","330396"
"330392","330395"
"330416","330418"
"330416","330417"
"330421","330423"
"330421","330422"
"330426","330428"
"330426","330427"
"330426","330429"
"330433","330434"
"330433","330435"
"330433","330436"
"330441","330443"
"330441","330444"
"330441","330442"
"330450","330453"
"330450","330452"
"330450","330451"
"330459","330461"
"330459","330462"
"330459","330460"
"330459","330463"
"330466","330462"
"330466","330468"
"330466","330474"
"330466","330476"
"330466","330473"
"330466","330467"
"330466","330472"
"330466","330470"
"330466","330475"
"330466","330471"
"330466","330469"
"330486","330467"
"330486","330473"
"330486","330462"
"330496","330467"
"330496","330497"
"330500","330475"
"330500","330471"
"330500","330467"
"330500","330469"
"330500","330472"
"330500","330468"
"330500","330476"
"330500","330474"
"330500","330473"
"330500","330462"
"330500","330470"
"330509","330473"
"330509","330462"
"330509","330467"
"330519","330467"
"330519","330523"
"330519","330521"
"330519","330524"
"330519","330522"
"330519","330520"
"330527","330474"
"330527","330476"
"330527","330469"
"330527","330470"
"330527","330468"
"330527","330472"
"330527","330473"
"330527","330475"
"330527","330471"
"330527","330462"
"330527","330467"
"330536","330467"
"330536","330462"
"330536","330473"
"330546","330549"
"330546","330556"
"330546","330551"
"330546","330554"
"330546","330552"
"330546","330548"
"330546","330555"
"330546","330547"
"330546","330553"
"330546","330550"
"330546","330467"
"330559","330468"
"330559","330475"
"330569","330468"
"330569","330570"
"330573","330468"
"330573","330475"
"330583","330584"
"330583","330468"
"330583","330585"
"330583","330586"
"330583","330587"
"330590","330475"
"330590","330468"
"330600","330604"
"330600","330468"
"330600","330606"
"330600","330605"
"330600","330602"
"330600","330607"
"330600","330603"
"330600","330601"
"330610","330469"
"330610","330476"
"330610","330474"
"330620","330621"
"330620","330469"
"330624","330476"
"330624","330474"
"330624","330469"
"330634","330635"
"330634","330637"
"330634","330636"
"330634","330469"
"330634","330638"
"330641","330469"
"330641","330476"
"330641","330474"
"330651","330658"
"330651","330654"
"330651","330655"
"330651","330659"
"330651","330652"
"330651","330469"
"330651","330657"
"330651","330656"
"330651","330653"
"330662","330471"
"330662","330472"
"330662","330470"
"330672","330470"
"330672","330673"
"330676","330470"
"330676","330471"
"330676","330472"
"330686","330690"
"330686","330692"
"330686","330470"
"330686","330689"
"330686","330688"
"330686","330691"
"330686","330687"
"330695","330470"
"330695","330471"
"330695","330472"
"330705","330706"
"330705","330712"
"330705","330707"
"330705","330715"
"330705","330714"
"330705","330713"
"330705","330716"
"330705","330711"
"330705","330470"
"330705","330709"
"330705","330708"
"330705","330710"
"330719","330471"
"330719","330720"
"330723","330724"
"330723","330726"
"330723","330727"
"330723","330471"
"330723","330725"
"330730","330733"
"330730","330738"
"330730","330735"
"330730","330734"
"330730","330732"
"330730","330737"
"330730","330731"
"330730","330736"
"330730","330471"
"330741","330472"
"330741","330742"
"330745","330747"
"330745","330472"
"330745","330748"
"330745","330746"
"330745","330750"
"330745","330749"
"330753","330763"
"330753","330757"
"330753","330756"
"330753","330755"
"330753","330760"
"330753","330754"
"330753","330472"
"330753","330761"
"330753","330758"
"330753","330759"
"330753","330762"
"330766","330767"
"330766","330473"
"330770","330772"
"330770","330774"
"330770","330773"
"330770","330775"
"330770","330473"
"330770","330771"
"330778","330787"
"330778","330783"
"330778","330473"
"330778","330788"
"330778","330781"
"330778","330785"
"330778","330784"
"330778","330786"
"330778","330780"
"330778","330782"
"330778","330779"
"330791","330792"
"330791","330474"
"330795","330798"
"330795","330796"
"330795","330474"
"330795","330797"
"330795","330799"
"330802","330809"
"330802","330803"
"330802","330808"
"330802","330807"
"330802","330805"
"330802","330474"
"330802","330804"
"330802","330806"
"330802","330810"
"330813","330814"
"330813","330475"
"330817","330821"
"330817","330819"
"330817","330820"
"330817","330475"
"330817","330818"
"330824","330831"
"330824","330829"
"330824","330475"
"330824","330825"
"330824","330827"
"330824","330828"
"330824","330826"
"330824","330830"
"330834","330835"
"330834","330476"
"330838","330476"
"330838","330842"
"330838","330841"
"330838","330840"
"330838","330839"
"330845","330849"
"330845","330847"
"330845","330848"
"330845","330851"
"330845","330853"
"330845","330476"
"330845","330846"
"330845","330850"
"330845","330852"
"330856","330857"
"330856","330462"
"330860","330866"
"330860","330864"
"330860","330462"
"330860","330861"
"330860","330863"
"330860","330862"
"330860","330865"
"330870","330871"
"330870","330872"
"330884","330895"
"330884","330889"
"330884","330871"
"330884","330893"
"330884","330896"
"330884","330899"
"330884","330891"
"330884","330901"
"330884","330900"
"330884","330886"
"330884","330888"
"330884","330885"
"330884","330897"
"330884","330898"
"330884","330894"
"330884","330890"
"330884","330892"
"330884","330872"
"330884","330887"
"330910","330886"
"330910","330898"
"330910","330901"
"330910","330900"
"330910","330885"
"330924","330901"
"330924","330889"
"330924","330899"
"330924","330888"
"330924","330894"
"330924","330872"
"330924","330898"
"330924","330886"
"330924","330887"
"330924","330897"
"330924","330893"
"330924","330896"
"330924","330890"
"330924","330891"
"330924","330900"
"330924","330885"
"330924","330895"
"330924","330892"
"330924","330871"
"330932","330885"
"330932","330898"
"330932","330900"
"330932","330901"
"330932","330886"
"330945","330891"
"330945","330888"
"330945","330901"
"330945","330872"
"330945","330896"
"330945","330899"
"330945","330890"
"330945","330893"
"330945","330900"
"330945","330885"
"330945","330894"
"330945","330895"
"330945","330886"
"330945","330889"
"330945","330871"
"330945","330887"
"330945","330897"
"330945","330892"
"330945","330898"
"330953","330898"
"330953","330901"
"330953","330900"
"330953","330885"
"330953","330886"
"330965","330982"
"330965","331005"
"330965","331010"
"330965","331011"
"330965","331000"
"330965","330893"
"330965","330966"
"330965","330900"
"330965","330987"
"330965","330971"
"330965","331013"
"330965","330885"
"330965","331014"
"330965","330895"
"330965","330993"
"330965","331006"
"330965","330973"
"330965","330967"
"330965","330976"
"330965","330988"
"330965","331003"
"330965","330972"
"330965","330889"
"330965","331004"
"330965","330989"
"330965","330899"
"330965","330998"
"330965","330995"
"330965","330986"
"330965","330975"
"330965","330991"
"330965","330898"
"330965","330992"
"330965","330974"
"330965","330983"
"330965","331012"
"330965","330977"
"330965","330968"
"330965","330871"
"330965","330997"
"330965","330990"
"330965","330980"
"330965","331015"
"330965","331008"
"330965","330994"
"330965","330891"
"330965","331007"
"330965","330872"
"330965","331001"
"330965","331009"
"330965","330984"
"330965","330996"
"330965","330981"
"330965","331002"
"330965","330978"
"330965","330999"
"330965","330969"
"330965","330970"
"330965","330985"
"330965","330979"
"331024","330900"
"331024","330898"
"331024","330885"
"331038","331063"
"331038","331052"
"331038","331060"
"331038","331064"
"331038","331043"
"331038","330889"
"331038","331049"
"331038","331086"
"331038","331085"
"331038","330900"
"331038","330885"
"331038","331057"
"331038","331045"
"331038","331074"
"331038","331040"
"331038","331056"
"331038","331069"
"331038","331068"
"331038","331051"
"331038","331081"
"331038","330893"
"331038","330895"
"331038","331076"
"331038","331062"
"331038","331042"
"331038","331088"
"331038","331071"
"331038","331058"
"331038","331070"
"331038","331075"
"331038","331041"
"331038","331078"
"331038","331079"
"331038","331077"
"331038","331073"
"331038","330898"
"331038","331048"
"331038","331055"
"331038","331039"
"331038","331083"
"331038","331050"
"331038","331065"
"331038","330872"
"331038","331066"
"331038","331082"
"331038","330899"
"331038","331084"
"331038","330871"
"331038","330891"
"331038","331059"
"331038","331046"
"331038","331072"
"331038","331044"
"331038","331054"
"331038","331067"
"331038","331047"
"331038","331053"
"331038","331061"
"331038","331080"
"331038","331087"
"331095","330900"
"331095","330885"
"331095","330898"
"331109","331142"
"331109","331131"
"331109","330898"
"331109","331159"
"331109","331122"
"331109","331150"
"331109","331115"
"331109","331119"
"331109","330872"
"331109","331110"
"331109","331152"
"331109","330895"
"331109","331140"
"331109","331133"
"331109","331120"
"331109","331139"
"331109","331126"
"331109","331121"
"331109","330885"
"331109","331144"
"331109","330891"
"331109","331154"
"331109","331143"
"331109","331137"
"331109","330889"
"331109","331130"
"331109","331148"
"331109","331155"
"331109","331117"
"331109","330871"
"331109","331124"
"331109","331129"
"331109","331127"
"331109","331132"
"331109","330893"
"331109","331146"
"331109","331125"
"331109","331141"
"331109","331111"
"331109","331128"
"331109","331145"
"331109","331136"
"331109","330899"
"331109","331135"
"331109","331151"
"331109","330900"
"331109","331156"
"331109","331118"
"331109","331158"
"331109","331147"
"331109","331113"
"331109","331157"
"331109","331123"
"331109","331153"
"331109","331112"
"331109","331114"
"331109","331138"
"331109","331116"
"331109","331134"
"331109","331149"
"331166","330885"
"331166","330900"
"331166","330898"
"331180","331182"
"331180","331200"
"331180","331206"
"331180","330894"
"331180","331211"
"331180","331223"
"331180","331189"
"331180","331185"
"331180","331204"
"331180","331203"
"331180","331187"
"331180","331198"
"331180","330892"
"331180","331216"
"331180","331212"
"331180","331192"
"331180","331194"
"331180","331219"
"331180","331218"
"331180","331193"
"331180","331195"
"331180","331184"
"331180","331220"
"331180","331205"
"331180","331181"
"331180","331191"
"331180","331221"
"331180","331208"
"331180","331207"
"331180","330901"
"331180","331215"
"331180","331201"
"331180","331183"
"331180","331190"
"331180","331224"
"331180","330897"
"331180","331199"
"331180","330886"
"331180","331202"
"331180","331217"
"331180","331209"
"331180","330896"
"331180","331196"
"331180","331225"
"331180","331214"
"331180","331210"
"331180","331222"
"331180","331197"
"331180","330887"
"331180","331186"
"331180","331188"
"331180","330890"
"331180","330888"
"331180","331213"
"331234","330901"
"331234","330886"
"331248","331267"
"331248","331270"
"331248","331262"
"331248","331278"
"331248","331259"
"331248","331269"
"331248","330888"
"331248","331261"
"331248","331288"
"331248","331286"
"331248","331252"
"331248","331250"
"331248","331283"
"331248","330896"
"331248","331290"
"331248","331271"
"331248","331253"
"331248","331255"
"331248","331287"
"331248","331279"
"331248","331281"
"331248","331277"
"331248","330897"
"331248","331257"
"331248","331289"
"331248","331264"
"331248","331282"
"331248","330890"
"331248","331274"
"331248","330901"
"331248","331266"
"331248","331260"
"331248","331273"
"331248","331249"
"331248","331258"
"331248","331263"
"331248","331291"
"331248","330887"
"331248","331292"
"331248","331251"
"331248","331265"
"331248","331285"
"331248","331284"
"331248","330894"
"331248","330886"
"331248","331276"
"331248","331293"
"331248","331256"
"331248","331272"
"331248","331268"
"331248","330892"
"331248","331254"
"331248","331280"
"331248","331275"
"331300","330886"
"331300","330901"
"331312","331344"
"331312","331325"
"331312","331351"
"331312","330896"
"331312","331341"
"331312","331339"
"331312","330887"
"331312","331331"
"331312","330894"
"331312","331338"
"331312","331337"
"331312","331332"
"331312","331350"
"331312","330890"
"331312","331321"
"331312","331314"
"331312","331336"
"331312","331328"
"331312","331329"
"331312","331322"
