"fdc_id","acquisition_date","market_class","treatment","state"
"335874","2016-11-11","Black","Control","CO"
"335875","2016-11-11","Black","Control","CO"
"335876","2016-11-11","Black","Control","CO"
"335877","2016-11-11","Black","Control","CO"
"335878","2016-11-11","Black","Control","CO"
"335879","2016-11-11","Black","Control","CO"
"335880","2016-11-11","Black","Control","CO"
"335881","2016-11-11","Black","Control","CO"
"335882","2016-11-11","Black","Control","CO"
"335883","2016-11-11","Black","Control","CO"
"335884","2016-11-11","Black","Control","CO"
"335885","2016-11-11","Black","Control","CO"
"335886","2016-11-11","Black","Control","CO"
"335887","2016-11-11","Black","Control","CO"
"335888","2016-11-11","Black","Control","CO"
"335889","2016-11-11","Black","Control","CO"
"335890","2016-11-11","Black","Control","CO"
"335891","2016-11-11","Black","Control","CO"
"335892","2016-11-11","Black","Control","CO"
"335893","2016-11-11","Black","Control","CO"
"335894","2016-11-11","Black","Control","CO"
"335895","2016-11-11","Black","Control","CO"
"335896","2016-11-11","Black","Control","CO"
"335897","2016-11-11","Black","Control","CO"
"335898","2016-11-11","Black","Control","CO"
"335899","2016-11-11","Black","Control","CO"
"335900","2016-11-11","Black","Control","CO"
"335901","2016-11-11","Black","Control","CO"
"335902","2016-11-11","Black","Control","CO"
"335903","2016-11-11","Black","Control","CO"
"335904","2016-11-11","Black","Control","CO"
"335905","2016-11-11","Black","Control","CO"
"335906","2016-11-11","Black","Control","CO"
"335907","2016-11-11","Black","Control","CO"
"335908","2016-11-11","Black","Control","CO"
"335909","2016-11-11","Black","Control","CO"
"335910","2016-11-11","Black","Control","CO"
"335911","2016-11-11","Black","Control","CO"
"335913","2016-11-11","Small White","Control","PR"
"335914","2016-11-11","Small White","Control","PR"
"335915","2016-11-11","Small White","Control","CO"
"335916","2016-11-11","Small White","Control","CO"
"335917","2016-11-11","Small White","Control","CO"
"335918","2016-11-11","Small White","Control","CO"
"335919","2016-11-11","Small White","Control","CO"
"335920","2016-11-11","Small White","Control","CO"
"335921","2016-11-11","Small White","Control","CO"
"335922","2016-11-11","Small White","Control","CO"
"335923","2016-11-11","Small White","Control","CO"
"335924","2016-11-11","Small White","Control","CO"
"335925","2016-11-11","Small White","Control","CO"
"335926","2016-11-11","Small White","Control","CO"
"335928","2016-11-11","Red","Control","CO"
"335929","2016-11-11","Red","Control","CO"
"335931","2016-11-11","Great Northern","Control","PR"
"335932","2016-11-11","Great Northern","Control","PR"
"335933","2016-11-11","Great Northern","Control","PR"
"335934","2016-11-11","Great Northern","Control","PR"
"335935","2016-11-11","Great Northern","Control","PR"
"335936","2016-11-11","Great Northern","Control","PR"
"335937","2016-11-11","Great Northern","Control","PR"
"335938","2016-11-11","Great Northern","Control","PR"
"335939","2016-11-11","Great Northern","Control","PR"
"335940","2016-11-11","Great Northern","Control","PR"
"335941","2016-11-11","Great Northern","Control","PR"
"335942","2016-11-11","Great Northern","Control","PR"
"335943","2016-11-11","Great Northern","Control","PR"
"335944","2016-11-11","Great Northern","Control","PR"
"335945","2016-11-11","Great Northern","Control","PR"
"335946","2016-11-11","Great Northern","Control","PR"
"335947","2016-11-11","Great Northern","Control","PR"
"335948","2016-11-11","Great Northern","Control","PR"
"335949","2016-11-11","Great Northern","Control","PR"
"335950","2016-11-11","Great Northern","Control","PR"
"335951","2016-11-11","Great Northern","Control","PR"
"335952","2016-11-11","Great Northern","Control","PR"
"335953","2016-11-11","Great Northern","Control","PR"
"335954","2016-11-11","Great Northern","Control","PR"
"335955","2016-11-11","Great Northern","Control","PR"
"335956","2016-11-11","Great Northern","Control","PR"
"335957","2016-11-11","Great Northern","Control","PR"
"335958","2016-11-11","Great Northern","Control","PR"
"335959","2016-11-11","Great Northern","Control","PR"
"335960","2016-11-11","Great Northern","Control","PR"
"335961","2016-11-11","Great Northern","Control","PR"
"335962","2016-11-11","Great Northern","Control","PR"
"335963","2016-11-11","Great Northern","Control","PR"
"335964","2016-11-11","Great Northern","Control","PR"
"335965","2016-11-11","Great Northern","Control","PR"
"335966","2016-11-11","Great Northern","Control","PR"
"335967","2016-11-11","Great Northern","Control","CO"
"335968","2016-11-11","Great Northern","Control","CO"
"335969","2016-11-11","Great Northern","Control","CO"
"335970","2016-11-11","Great Northern","Control","CO"
"335971","2016-11-11","Great Northern","Control","CO"
"335972","2016-11-11","Great Northern","Control","CO"
"335973","2016-11-11","Great Northern","Control","CO"
"335974","2016-11-11","Great Northern","Control","CO"
"335975","2016-11-11","Great Northern","Control","CO"
"335976","2016-11-11","Great Northern","Control","CO"
"335977","2016-11-11","Great Northern","Control","CO"
"335978","2016-11-11","Great Northern","Control","CO"
"335979","2016-11-11","Great Northern","Control","CO"
"335980","2016-11-11","Great Northern","Control","CO"
"335981","2016-11-11","Great Northern","Control","CO"
"335982","2016-11-11","Great Northern","Control","CO"
"335983","2016-11-11","Great Northern","Control","CO"
"335984","2016-11-11","Great Northern","Control","CO"
"335985","2016-11-11","Great Northern","Control","CO"
"335986","2016-11-11","Great Northern","Control","CO"
"335987","2016-11-11","Great Northern","Control","CO"
"335988","2016-11-11","Great Northern","Control","CO"
"335989","2016-11-11","Great Northern","Control","CO"
"335990","2016-11-11","Great Northern","Control","CO"
"335991","2016-11-11","Great Northern","Control","CO"
"335992","2016-11-11","Great Northern","Control","CO"
"335993","2016-11-11","Great Northern","Control","CO"
"335994","2016-11-11","Great Northern","Control","CO"
"335995","2016-11-11","Great Northern","Control","CO"
"335996","2016-11-11","Great Northern","Control","CO"
"335997","2016-11-11","Great Northern","Control","CO"
"335998","2016-11-11","Great Northern","Control","CO"
"335999","2016-11-11","Great Northern","Control","CO"
"336000","2016-11-11","Great Northern","Control","CO"
"336001","2016-11-11","Great Northern","Control","CO"
"336002","2016-11-11","Great Northern","Control","CO"
"336003","2016-11-11","Great Northern","Control","CO"
"336004","2016-11-11","Great Northern","Control","CO"
"336005","2016-11-11","Great Northern","Control","CO"
"336006","2016-11-11","Great Northern","Control","CO"
"336007","2016-11-11","Great Northern","Control","CO"
"336008","2016-11-11","Great Northern","Control","CO"
"336009","2016-11-11","Great Northern","Control","CO"
"336010","2016-11-11","Great Northern","Control","CO"
"336011","2016-11-11","Great Northern","Control","CO"
"336012","2016-11-11","Great Northern","Control","CO"
"336013","2016-11-11","Great Northern","Control","CO"
"336014","2016-11-11","Great Northern","Control","CO"
"336015","2016-11-11","Great Northern","Control","CO"
"336016","2016-11-11","Great Northern","Control","CO"
"336017","2016-11-11","Great Northern","Control","CO"
"336018","2016-11-11","Great Northern","Control","CO"
"336019","2016-11-11","Great Northern","Control","CO"
"336020","2016-11-11","Great Northern","Control","CO"
"336021","2016-11-11","Great Northern","Control","CO"
"336022","2016-11-11","Great Northern","Control","CO"
"336023","2016-11-11","Great Northern","Control","CO"
"336024","2016-11-11","Great Northern","Control","CO"
"336025","2016-11-11","Great Northern","Control","CO"
"336026","2016-11-11","Great Northern","Control","CO"
"336027","2016-11-11","Great Northern","Control","CO"
"336028","2016-11-11","Great Northern","Control","CO"
"336029","2016-11-11","Great Northern","Control","CO"
"336030","2016-11-11","Great Northern","Control","CO"
"336031","2016-11-11","Great Northern","Control","CO"
"336032","2016-11-11","Great Northern","Control","CO"
"336033","2016-11-11","Great Northern","Control","CO"
"336034","2016-11-11","Great Northern","Control","CO"
"336035","2016-11-11","Great Northern","Control","CO"
"336036","2016-11-11","Great Northern","Control","CO"
"336037","2016-11-11","Great Northern","Control","CO"
"336038","2016-11-11","Great Northern","Control","CO"
"336039","2016-11-11","Great Northern","Control","CO"
"336040","2016-11-11","Great Northern","Control","CO"
"336041","2016-11-11","Great Northern","Control","CO"
"336042","2016-11-11","Great Northern","Control","CO"
"336043","2016-11-11","Great Northern","Control","CO"
"336044","2016-11-11","Great Northern","Control","CO"
"336045","2016-11-11","Great Northern","Control","CO"
"336046","2016-11-11","Great Northern","Control","CO"
"336047","2016-11-11","Great Northern","Control","CO"
"336048","2016-11-11","Great Northern","Control","CO"
"336049","2016-11-11","Great Northern","Control","CO"
"336050","2016-11-11","Great Northern","Control","CO"
"336051","2016-11-11","Great Northern","Control","CO"
"336052","2016-11-11","Great Northern","Control","CO"
"336053","2016-11-11","Great Northern","Control","CO"
"336054","2016-11-11","Great Northern","Control","CO"
"336055","2016-11-11","Great Northern","Control","CO"
"336056","2016-11-11","Great Northern","Control","CO"
"336057","2016-11-11","Great Northern","Control","CO"
"336058","2016-11-11","Great Northern","Control","CO"
"336059","2016-11-11","Great Northern","Control","CO"
"336060","2016-11-11","Great Northern","Control","CO"
"336061","2016-11-11","Great Northern","Control","CO"
"336062","2016-11-11","Great Northern","Control","CO"
"336063","2016-11-11","Great Northern","Control","CO"
"336064","2016-11-11","Great Northern","Control","CO"
"336065","2016-11-11","Great Northern","Control","CO"
"336066","2016-11-11","Great Northern","Control","CO"
